START_ID,END_ID,TYPE
obj_93b56410,mat_b8ed7324,P45_consists_of
obj_93b56410,type_ff4efcaf,P2_has_type
obj_93b56410,type_ff4efcaf,P2_has_type
obj_93b56410,dim_7285d03d,P43_has_dimension
obj_7acb4a42,mat_a735178d,P45_consists_of
obj_7acb4a42,type_5c64e11d,P2_has_type
obj_7acb4a42,type_5c64e11d,P2_has_type
obj_e2a08b0a,type_0382a04f,P2_has_type
obj_e2a08b0a,type_0382a04f,P2_has_type
obj_e2a08b0a,dim_1f62608c,P43_has_dimension
obj_757239b3,mat_93a1cdc4,P45_consists_of
obj_757239b3,type_0382a04f,P2_has_type
obj_757239b3,type_0382a04f,P2_has_type
obj_757239b3,dim_f667751d,P43_has_dimension
obj_38b0cffb,type_0382a04f,P2_has_type
obj_38b0cffb,type_0382a04f,P2_has_type
obj_5ae4474b,type_0382a04f,P2_has_type
obj_5ae4474b,type_0382a04f,P2_has_type
obj_9d3027f0,type_0382a04f,P2_has_type
obj_9d3027f0,type_0382a04f,P2_has_type
obj_fb493e9f,mat_9c906731,P45_consists_of
obj_fb493e9f,type_0382a04f,P2_has_type
obj_fb493e9f,type_0382a04f,P2_has_type
obj_fb493e9f,dim_3adb00c8,P43_has_dimension
obj_66d8ba5b,mat_52ac07b9,P45_consists_of
obj_66d8ba5b,type_18aca087,P2_has_type
obj_66d8ba5b,type_18aca087,P2_has_type
obj_66d8ba5b,dim_a774fc90,P43_has_dimension
obj_a7794ebf,mat_93a1cdc4,P45_consists_of
obj_a7794ebf,type_e69746f6,P2_has_type
obj_a7794ebf,type_e69746f6,P2_has_type
obj_a7794ebf,dim_503c4929,P43_has_dimension
obj_ed675915,type_18aca087,P2_has_type
obj_ed675915,type_18aca087,P2_has_type
obj_8957a5a1,type_eb5602f1,P2_has_type
obj_8957a5a1,type_eb5602f1,P2_has_type
obj_39eb2f52,mat_406f4ebe,P45_consists_of
obj_39eb2f52,type_eb5602f1,P2_has_type
obj_39eb2f52,type_eb5602f1,P2_has_type
obj_39eb2f52,dim_77000423,P43_has_dimension
obj_9977c063,type_eb5602f1,P2_has_type
obj_9977c063,type_eb5602f1,P2_has_type
obj_2ae94316,type_eb5602f1,P2_has_type
obj_2ae94316,type_eb5602f1,P2_has_type
obj_5029747f,mat_92df81bf,P45_consists_of
obj_5029747f,type_21427cf5,P2_has_type
obj_5029747f,type_21427cf5,P2_has_type
obj_e52a399e,mat_0ae0442d,P45_consists_of
obj_e52a399e,type_21427cf5,P2_has_type
obj_e52a399e,type_21427cf5,P2_has_type
obj_e52a399e,dim_2c9c1156,P43_has_dimension
obj_bb632556,mat_93a1cdc4,P45_consists_of
obj_bb632556,type_947a8697,P2_has_type
obj_bb632556,type_947a8697,P2_has_type
obj_bb632556,dim_f8d59564,P43_has_dimension
obj_c7183a1b,mat_f137740c,P45_consists_of
